ID,Date,First Name,Last Name,Email,Company,Product,Quantity,Price,Total,Status,Description
28422,2020-05-15,David,Harris,david.harris@soylentcorp.com,Soylent Corp,Thingamajig,57,580.4,33082.8,Processing,Order for 57 x Thingamajig placed by David Harris on 2020-05-15. This is a randomly generated description to add some bulk to the file size.
28423,2022-05-30,Joseph,Miller,joseph.miller@tyrellcorp.com,Tyrell Corp,Apparatus,31,693.6,21501.6,Returned,Order for 31 x Apparatus placed by Joseph Miller on 2022-05-30. This is a randomly generated description to add some bulk to the file size.
28424,2023-05-20,Jennifer,Williams,jennifer.williams@acmecorp.com,Acme Corp,Apparatus,73,853.82,62328.86,Cancelled,Order for 73 x Apparatus placed by Jennifer Williams on 2023-05-20. This is a randomly generated description to add some bulk to the file size.
28425,2022-08-15,Joseph,Anderson,joseph.anderson@globex.com,Globex,Apparatus,3,492.0,1476.0,Cancelled,Order for 3 x Apparatus placed by Joseph Anderson on 2022-08-15. This is a randomly generated description to add some bulk to the file size.
28426,2020-08-11,William,Anderson,william.anderson@wayneent.com,Wayne Ent,Mechanism,45,381.13,17150.85,Active,Order for 45 x Mechanism placed by William Anderson on 2020-08-11. This is a randomly generated description to add some bulk to the file size.
28427,2021-01-30,Jessica,Harris,jessica.harris@globex.com,Globex,Contraption,81,23.34,1890.54,Returned,Order for 81 x Contraption placed by Jessica Harris on 2021-01-30. This is a randomly generated description to add some bulk to the file size.
28428,2023-10-29,Charles,Wilson,charles.wilson@umbrellacorp.com,Umbrella Corp,Mechanism,68,609.38,41437.84,Completed,Order for 68 x Mechanism placed by Charles Wilson on 2023-10-29. This is a randomly generated description to add some bulk to the file size.
28429,2023-12-01,John,Williams,john.williams@umbrellacorp.com,Umbrella Corp,Contraption,72,606.62,43676.64,Delivered,Order for 72 x Contraption placed by John Williams on 2023-12-01. This is a randomly generated description to add some bulk to the file size.
28430,2023-11-24,Karen,Garcia,karen.garcia@globex.com,Globex,Gadget,7,688.05,4816.35,Processing,Order for 7 x Gadget placed by Karen Garcia on 2023-11-24. This is a randomly generated description to add some bulk to the file size.
28431,2021-03-06,Elizabeth,Smith,elizabeth.smith@initech.com,Initech,Doohickey,14,841.6,11782.4,Returned,Order for 14 x Doohickey placed by Elizabeth Smith on 2021-03-06. This is a randomly generated description to add some bulk to the file size.
28432,2023-10-03,Michael,Martin,michael.martin@acmecorp.com,Acme Corp,Gizmo,48,911.89,43770.72,Pending,Order for 48 x Gizmo placed by Michael Martin on 2023-10-03. This is a randomly generated description to add some bulk to the file size.
28433,2020-04-03,John,Moore,john.moore@globex.com,Globex,Gadget,33,573.61,18929.13,Returned,Order for 33 x Gadget placed by John Moore on 2020-04-03. This is a randomly generated description to add some bulk to the file size.
28434,2022-07-23,John,Robinson,john.robinson@soylentcorp.com,Soylent Corp,Apparatus,80,695.57,55645.6,Active,Order for 80 x Apparatus placed by John Robinson on 2022-07-23. This is a randomly generated description to add some bulk to the file size.
28435,2021-11-28,Linda,White,linda.white@soylentcorp.com,Soylent Corp,Device,54,730.42,39442.68,Returned,Order for 54 x Device placed by Linda White on 2021-11-28. This is a randomly generated description to add some bulk to the file size.
28436,2023-12-27,Jessica,Davis,jessica.davis@tyrellcorp.com,Tyrell Corp,Apparatus,52,204.87,10653.24,Inactive,Order for 52 x Apparatus placed by Jessica Davis on 2023-12-27. This is a randomly generated description to add some bulk to the file size.
28437,2021-06-03,David,Jones,david.jones@tyrellcorp.com,Tyrell Corp,Mechanism,39,341.25,13308.75,Inactive,Order for 39 x Mechanism placed by David Jones on 2021-06-03. This is a randomly generated description to add some bulk to the file size.
28438,2022-09-01,John,Davis,john.davis@acmecorp.com,Acme Corp,Contraption,52,545.36,28358.72,Inactive,Order for 52 x Contraption placed by John Davis on 2022-09-01. This is a randomly generated description to add some bulk to the file size.
28439,2023-12-27,Joseph,Jones,joseph.jones@soylentcorp.com,Soylent Corp,Apparatus,98,283.88,27820.24,Processing,Order for 98 x Apparatus placed by Joseph Jones on 2023-12-27. This is a randomly generated description to add some bulk to the file size.
28440,2023-05-20,Richard,Williams,richard.williams@umbrellacorp.com,Umbrella Corp,Device,28,645.58,18076.24,Returned,Order for 28 x Device placed by Richard Williams on 2023-05-20. This is a randomly generated description to add some bulk to the file size.
28441,2021-06-15,John,Wilson,john.wilson@massivedynamic.com,Massive Dynamic,Gadget,30,533.91,16017.3,Inactive,Order for 30 x Gadget placed by John Wilson on 2021-06-15. This is a randomly generated description to add some bulk to the file size.
28442,2021-05-04,Robert,Taylor,robert.taylor@cyberdyne.com,Cyberdyne,Widget,69,381.95,26354.55,Cancelled,Order for 69 x Widget placed by Robert Taylor on 2021-05-04. This is a randomly generated description to add some bulk to the file size.
28443,2020-07-03,John,Miller,john.miller@soylentcorp.com,Soylent Corp,Device,54,516.59,27895.86,Pending,Order for 54 x Device placed by John Miller on 2020-07-03. This is a randomly generated description to add some bulk to the file size.
28444,2023-12-09,Patricia,Robinson,patricia.robinson@acmecorp.com,Acme Corp,Whatchamacallit,3,237.04,711.12,Shipped,Order for 3 x Whatchamacallit placed by Patricia Robinson on 2023-12-09. This is a randomly generated description to add some bulk to the file size.
28445,2023-05-23,David,Anderson,david.anderson@globex.com,Globex,Thingamajig,1,894.49,894.49,Active,Order for 1 x Thingamajig placed by David Anderson on 2023-05-23. This is a randomly generated description to add some bulk to the file size.
28446,2021-08-31,Robert,Taylor,robert.taylor@acmecorp.com,Acme Corp,Doohickey,71,983.26,69811.46,Shipped,Order for 71 x Doohickey placed by Robert Taylor on 2021-08-31. This is a randomly generated description to add some bulk to the file size.
28447,2022-02-20,Charles,Brown,charles.brown@umbrellacorp.com,Umbrella Corp,Apparatus,75,310.9,23317.5,Refunded,Order for 75 x Apparatus placed by Charles Brown on 2022-02-20. This is a randomly generated description to add some bulk to the file size.
28448,2021-10-13,Susan,White,susan.white@starkind.com,Stark Ind,Widget,40,31.72,1268.8,Refunded,Order for 40 x Widget placed by Susan White on 2021-10-13. This is a randomly generated description to add some bulk to the file size.
28449,2021-03-25,James,Smith,james.smith@cyberdyne.com,Cyberdyne,Apparatus,72,370.05,26643.6,Pending,Order for 72 x Apparatus placed by James Smith on 2021-03-25. This is a randomly generated description to add some bulk to the file size.
28450,2020-04-17,Elizabeth,Davis,elizabeth.davis@wayneent.com,Wayne Ent,Contraption,37,465.36,17218.32,Returned,Order for 37 x Contraption placed by Elizabeth Davis on 2020-04-17. This is a randomly generated description to add some bulk to the file size.
28451,2021-12-16,John,Jones,john.jones@initech.com,Initech,Gadget,93,773.72,71955.96,Active,Order for 93 x Gadget placed by John Jones on 2021-12-16. This is a randomly generated description to add some bulk to the file size.
28452,2020-09-19,Linda,White,linda.white@initech.com,Initech,Thingamajig,38,446.24,16957.12,Cancelled,Order for 38 x Thingamajig placed by Linda White on 2020-09-19. This is a randomly generated description to add some bulk to the file size.
28453,2022-09-19,William,Jones,william.jones@massivedynamic.com,Massive Dynamic,Mechanism,54,83.99,4535.46,Delivered,Order for 54 x Mechanism placed by William Jones on 2022-09-19. This is a randomly generated description to add some bulk to the file size.
28454,2021-02-01,John,Brown,john.brown@cyberdyne.com,Cyberdyne,Contraption,31,216.66,6716.46,Pending,Order for 31 x Contraption placed by John Brown on 2021-02-01. This is a randomly generated description to add some bulk to the file size.
28455,2020-08-28,Jessica,Moore,jessica.moore@globex.com,Globex,Apparatus,94,593.7,55807.8,Inactive,Order for 94 x Apparatus placed by Jessica Moore on 2020-08-28. This is a randomly generated description to add some bulk to the file size.
28456,2024-01-25,Michael,Thomas,michael.thomas@initech.com,Initech,Gizmo,1,346.54,346.54,Completed,Order for 1 x Gizmo placed by Michael Thomas on 2024-01-25. This is a randomly generated description to add some bulk to the file size.
28457,2022-08-16,Linda,Williams,linda.williams@cyberdyne.com,Cyberdyne,Doohickey,69,821.6,56690.4,Cancelled,Order for 69 x Doohickey placed by Linda Williams on 2022-08-16. This is a randomly generated description to add some bulk to the file size.
28458,2023-04-26,Susan,Brown,susan.brown@globex.com,Globex,Device,28,618.9,17329.2,Cancelled,Order for 28 x Device placed by Susan Brown on 2023-04-26. This is a randomly generated description to add some bulk to the file size.
28459,2023-05-13,Karen,Johnson,karen.johnson@globex.com,Globex,Apparatus,3,446.41,1339.23,Returned,Order for 3 x Apparatus placed by Karen Johnson on 2023-05-13. This is a randomly generated description to add some bulk to the file size.
28460,2022-08-31,Susan,Johnson,susan.johnson@globex.com,Globex,Contraption,51,392.21,20002.71,Cancelled,Order for 51 x Contraption placed by Susan Johnson on 2022-08-31. This is a randomly generated description to add some bulk to the file size.
28461,2020-02-17,Patricia,Brown,patricia.brown@tyrellcorp.com,Tyrell Corp,Doohickey,7,815.91,5711.37,Active,Order for 7 x Doohickey placed by Patricia Brown on 2020-02-17. This is a randomly generated description to add some bulk to the file size.
28462,2021-02-10,Jennifer,Williams,jennifer.williams@tyrellcorp.com,Tyrell Corp,Mechanism,27,591.9,15981.3,Delivered,Order for 27 x Mechanism placed by Jennifer Williams on 2021-02-10. This is a randomly generated description to add some bulk to the file size.
28463,2021-08-31,Susan,Thomas,susan.thomas@globex.com,Globex,Widget,45,168.55,7584.75,Completed,Order for 45 x Widget placed by Susan Thomas on 2021-08-31. This is a randomly generated description to add some bulk to the file size.
28464,2022-12-26,Robert,Smith,robert.smith@globex.com,Globex,Apparatus,52,986.89,51318.28,Pending,Order for 52 x Apparatus placed by Robert Smith on 2022-12-26. This is a randomly generated description to add some bulk to the file size.
28465,2022-10-07,Elizabeth,Martin,elizabeth.martin@massivedynamic.com,Massive Dynamic,Whatchamacallit,52,783.68,40751.36,Refunded,Order for 52 x Whatchamacallit placed by Elizabeth Martin on 2022-10-07. This is a randomly generated description to add some bulk to the file size.
28466,2021-08-10,John,Thomas,john.thomas@starkind.com,Stark Ind,Mechanism,30,687.44,20623.2,Active,Order for 30 x Mechanism placed by John Thomas on 2021-08-10. This is a randomly generated description to add some bulk to the file size.
28467,2022-01-08,Thomas,Martinez,thomas.martinez@acmecorp.com,Acme Corp,Whatchamacallit,20,944.24,18884.8,Active,Order for 20 x Whatchamacallit placed by Thomas Martinez on 2022-01-08. This is a randomly generated description to add some bulk to the file size.
28468,2022-05-01,Patricia,Davis,patricia.davis@umbrellacorp.com,Umbrella Corp,Doohickey,8,908.54,7268.32,Delivered,Order for 8 x Doohickey placed by Patricia Davis on 2022-05-01. This is a randomly generated description to add some bulk to the file size.
28469,2020-08-24,Thomas,Jones,thomas.jones@massivedynamic.com,Massive Dynamic,Device,13,715.83,9305.79,Processing,Order for 13 x Device placed by Thomas Jones on 2020-08-24. This is a randomly generated description to add some bulk to the file size.
28470,2023-07-28,Elizabeth,White,elizabeth.white@initech.com,Initech,Whatchamacallit,73,399.94,29195.62,Shipped,Order for 73 x Whatchamacallit placed by Elizabeth White on 2023-07-28. This is a randomly generated description to add some bulk to the file size.
28471,2020-02-24,David,Miller,david.miller@soylentcorp.com,Soylent Corp,Contraption,29,999.24,28977.96,Refunded,Order for 29 x Contraption placed by David Miller on 2020-02-24. This is a randomly generated description to add some bulk to the file size.
28472,2021-07-03,Richard,Martinez,richard.martinez@acmecorp.com,Acme Corp,Doohickey,86,992.43,85348.98,Processing,Order for 86 x Doohickey placed by Richard Martinez on 2021-07-03. This is a randomly generated description to add some bulk to the file size.
28473,2021-01-25,Charles,Martin,charles.martin@wayneent.com,Wayne Ent,Contraption,3,969.39,2908.17,Active,Order for 3 x Contraption placed by Charles Martin on 2021-01-25. This is a randomly generated description to add some bulk to the file size.
28474,2022-11-10,John,Martin,john.martin@cyberdyne.com,Cyberdyne,Apparatus,11,302.85,3331.35,Returned,Order for 11 x Apparatus placed by John Martin on 2022-11-10. This is a randomly generated description to add some bulk to the file size.
28475,2020-05-07,Barbara,Jones,barbara.jones@soylentcorp.com,Soylent Corp,Device,42,638.75,26827.5,Processing,Order for 42 x Device placed by Barbara Jones on 2020-05-07. This is a randomly generated description to add some bulk to the file size.
28476,2022-12-16,Barbara,Wilson,barbara.wilson@massivedynamic.com,Massive Dynamic,Doohickey,20,604.15,12083.0,Inactive,Order for 20 x Doohickey placed by Barbara Wilson on 2022-12-16. This is a randomly generated description to add some bulk to the file size.
28477,2021-12-30,Charles,Davis,charles.davis@cyberdyne.com,Cyberdyne,Gizmo,90,490.59,44153.1,Shipped,Order for 90 x Gizmo placed by Charles Davis on 2021-12-30. This is a randomly generated description to add some bulk to the file size.
28478,2022-06-24,Linda,Taylor,linda.taylor@acmecorp.com,Acme Corp,Gadget,26,923.75,24017.5,Delivered,Order for 26 x Gadget placed by Linda Taylor on 2022-06-24. This is a randomly generated description to add some bulk to the file size.
28479,2021-12-25,Jennifer,Harris,jennifer.harris@umbrellacorp.com,Umbrella Corp,Thingamajig,94,922.75,86738.5,Pending,Order for 94 x Thingamajig placed by Jennifer Harris on 2021-12-25. This is a randomly generated description to add some bulk to the file size.
28480,2020-09-18,Elizabeth,Taylor,elizabeth.taylor@globex.com,Globex,Mechanism,90,376.31,33867.9,Refunded,Order for 90 x Mechanism placed by Elizabeth Taylor on 2020-09-18. This is a randomly generated description to add some bulk to the file size.
28481,2024-01-31,Karen,Davis,karen.davis@wayneent.com,Wayne Ent,Thingamajig,59,459.93,27135.87,Cancelled,Order for 59 x Thingamajig placed by Karen Davis on 2024-01-31. This is a randomly generated description to add some bulk to the file size.
28482,2021-12-08,Susan,Jackson,susan.jackson@umbrellacorp.com,Umbrella Corp,Widget,90,278.05,25024.5,Completed,Order for 90 x Widget placed by Susan Jackson on 2021-12-08. This is a randomly generated description to add some bulk to the file size.
28483,2023-11-16,Sarah,Garcia,sarah.garcia@umbrellacorp.com,Umbrella Corp,Whatchamacallit,92,582.19,53561.48,Refunded,Order for 92 x Whatchamacallit placed by Sarah Garcia on 2023-11-16. This is a randomly generated description to add some bulk to the file size.
28484,2020-05-29,John,Garcia,john.garcia@globex.com,Globex,Device,6,615.07,3690.42,Delivered,Order for 6 x Device placed by John Garcia on 2020-05-29. This is a randomly generated description to add some bulk to the file size.
28485,2023-10-25,Patricia,Thompson,patricia.thompson@wayneent.com,Wayne Ent,Contraption,97,963.91,93499.27,Delivered,Order for 97 x Contraption placed by Patricia Thompson on 2023-10-25. This is a randomly generated description to add some bulk to the file size.
28486,2020-04-03,Charles,Jackson,charles.jackson@massivedynamic.com,Massive Dynamic,Doohickey,36,192.29,6922.44,Active,Order for 36 x Doohickey placed by Charles Jackson on 2020-04-03. This is a randomly generated description to add some bulk to the file size.
28487,2021-07-30,Patricia,White,patricia.white@wayneent.com,Wayne Ent,Doohickey,29,758.03,21982.87,Pending,Order for 29 x Doohickey placed by Patricia White on 2021-07-30. This is a randomly generated description to add some bulk to the file size.
28488,2022-01-11,David,Moore,david.moore@initech.com,Initech,Device,52,225.82,11742.64,Inactive,Order for 52 x Device placed by David Moore on 2022-01-11. This is a randomly generated description to add some bulk to the file size.
28489,2020-04-27,Robert,Johnson,robert.johnson@cyberdyne.com,Cyberdyne,Gizmo,85,245.75,20888.75,Cancelled,Order for 85 x Gizmo placed by Robert Johnson on 2020-04-27. This is a randomly generated description to add some bulk to the file size.
28490,2020-02-13,Thomas,Brown,thomas.brown@tyrellcorp.com,Tyrell Corp,Device,55,680.61,37433.55,Delivered,Order for 55 x Device placed by Thomas Brown on 2020-02-13. This is a randomly generated description to add some bulk to the file size.
28491,2022-06-23,Karen,Williams,karen.williams@cyberdyne.com,Cyberdyne,Widget,11,56.41,620.51,Refunded,Order for 11 x Widget placed by Karen Williams on 2022-06-23. This is a randomly generated description to add some bulk to the file size.
28492,2020-05-03,John,Johnson,john.johnson@cyberdyne.com,Cyberdyne,Thingamajig,76,613.23,46605.48,Refunded,Order for 76 x Thingamajig placed by John Johnson on 2020-05-03. This is a randomly generated description to add some bulk to the file size.
28493,2022-09-11,Barbara,Brown,barbara.brown@umbrellacorp.com,Umbrella Corp,Doohickey,75,802.97,60222.75,Returned,Order for 75 x Doohickey placed by Barbara Brown on 2022-09-11. This is a randomly generated description to add some bulk to the file size.
28494,2024-01-24,James,Johnson,james.johnson@cyberdyne.com,Cyberdyne,Doohickey,59,11.8,696.2,Completed,Order for 59 x Doohickey placed by James Johnson on 2024-01-24. This is a randomly generated description to add some bulk to the file size.
28495,2023-10-16,Jessica,Williams,jessica.williams@tyrellcorp.com,Tyrell Corp,Whatchamacallit,58,999.0,57942.0,Active,Order for 58 x Whatchamacallit placed by Jessica Williams on 2023-10-16. This is a randomly generated description to add some bulk to the file size.
28496,2023-10-13,Linda,Jones,linda.jones@wayneent.com,Wayne Ent,Doohickey,24,322.86,7748.64,Delivered,Order for 24 x Doohickey placed by Linda Jones on 2023-10-13. This is a randomly generated description to add some bulk to the file size.
28497,2023-08-16,Jessica,Jones,jessica.jones@cyberdyne.com,Cyberdyne,Doohickey,78,372.79,29077.62,Active,Order for 78 x Doohickey placed by Jessica Jones on 2023-08-16. This is a randomly generated description to add some bulk to the file size.
28498,2023-04-23,William,Moore,william.moore@starkind.com,Stark Ind,Thingamajig,60,872.39,52343.4,Inactive,Order for 60 x Thingamajig placed by William Moore on 2023-04-23. This is a randomly generated description to add some bulk to the file size.
28499,2021-01-15,Susan,Williams,susan.williams@umbrellacorp.com,Umbrella Corp,Gizmo,70,741.52,51906.4,Cancelled,Order for 70 x Gizmo placed by Susan Williams on 2021-01-15. This is a randomly generated description to add some bulk to the file size.
28500,2020-01-20,Susan,Wilson,susan.wilson@tyrellcorp.com,Tyrell Corp,Device,98,603.51,59143.98,Refunded,Order for 98 x Device placed by Susan Wilson on 2020-01-20. This is a randomly generated description to add some bulk to the file size.
28501,2021-04-01,Mary,Martinez,mary.martinez@tyrellcorp.com,Tyrell Corp,Whatchamacallit,97,951.43,92288.71,Cancelled,Order for 97 x Whatchamacallit placed by Mary Martinez on 2021-04-01. This is a randomly generated description to add some bulk to the file size.
28502,2022-10-19,Patricia,Johnson,patricia.johnson@initech.com,Initech,Gadget,50,996.49,49824.5,Shipped,Order for 50 x Gadget placed by Patricia Johnson on 2022-10-19. This is a randomly generated description to add some bulk to the file size.
28503,2022-04-20,Susan,Jackson,susan.jackson@massivedynamic.com,Massive Dynamic,Mechanism,41,684.55,28066.55,Active,Order for 41 x Mechanism placed by Susan Jackson on 2022-04-20. This is a randomly generated description to add some bulk to the file size.
28504,2021-08-14,Linda,Martinez,linda.martinez@starkind.com,Stark Ind,Gizmo,41,626.1,25670.1,Completed,Order for 41 x Gizmo placed by Linda Martinez on 2021-08-14. This is a randomly generated description to add some bulk to the file size.
28505,2023-07-27,Richard,Taylor,richard.taylor@starkind.com,Stark Ind,Widget,16,153.02,2448.32,Delivered,Order for 16 x Widget placed by Richard Taylor on 2023-07-27. This is a randomly generated description to add some bulk to the file size.
28506,2020-04-11,David,Smith,david.smith@initech.com,Initech,Thingamajig,37,707.23,26167.51,Returned,Order for 37 x Thingamajig placed by David Smith on 2020-04-11. This is a randomly generated description to add some bulk to the file size.
28507,2020-07-26,Elizabeth,Taylor,elizabeth.taylor@tyrellcorp.com,Tyrell Corp,Thingamajig,34,203.25,6910.5,Processing,Order for 34 x Thingamajig placed by Elizabeth Taylor on 2020-07-26. This is a randomly generated description to add some bulk to the file size.
28508,2024-01-05,Charles,Jackson,charles.jackson@starkind.com,Stark Ind,Contraption,95,648.26,61584.7,Refunded,Order for 95 x Contraption placed by Charles Jackson on 2024-01-05. This is a randomly generated description to add some bulk to the file size.
28509,2021-10-13,David,Wilson,david.wilson@acmecorp.com,Acme Corp,Device,71,199.76,14182.96,Returned,Order for 71 x Device placed by David Wilson on 2021-10-13. This is a randomly generated description to add some bulk to the file size.
28510,2022-10-17,Elizabeth,Wilson,elizabeth.wilson@massivedynamic.com,Massive Dynamic,Doohickey,59,704.79,41582.61,Delivered,Order for 59 x Doohickey placed by Elizabeth Wilson on 2022-10-17. This is a randomly generated description to add some bulk to the file size.
28511,2022-10-09,Jessica,Taylor,jessica.taylor@soylentcorp.com,Soylent Corp,Device,67,782.05,52397.35,Refunded,Order for 67 x Device placed by Jessica Taylor on 2022-10-09. This is a randomly generated description to add some bulk to the file size.
28512,2022-08-05,Mary,Miller,mary.miller@starkind.com,Stark Ind,Doohickey,84,678.9,57027.6,Processing,Order for 84 x Doohickey placed by Mary Miller on 2022-08-05. This is a randomly generated description to add some bulk to the file size.
28513,2022-02-12,Richard,Martinez,richard.martinez@acmecorp.com,Acme Corp,Gadget,73,804.99,58764.27,Active,Order for 73 x Gadget placed by Richard Martinez on 2022-02-12. This is a randomly generated description to add some bulk to the file size.
28514,2020-05-14,Joseph,Miller,joseph.miller@acmecorp.com,Acme Corp,Widget,63,532.78,33565.14,Cancelled,Order for 63 x Widget placed by Joseph Miller on 2020-05-14. This is a randomly generated description to add some bulk to the file size.
28515,2021-09-02,Thomas,Wilson,thomas.wilson@globex.com,Globex,Whatchamacallit,43,533.25,22929.75,Active,Order for 43 x Whatchamacallit placed by Thomas Wilson on 2021-09-02. This is a randomly generated description to add some bulk to the file size.
28516,2021-12-24,Linda,Davis,linda.davis@acmecorp.com,Acme Corp,Whatchamacallit,46,988.1,45452.6,Returned,Order for 46 x Whatchamacallit placed by Linda Davis on 2021-12-24. This is a randomly generated description to add some bulk to the file size.
28517,2021-10-09,Joseph,White,joseph.white@wayneent.com,Wayne Ent,Device,24,596.21,14309.04,Returned,Order for 24 x Device placed by Joseph White on 2021-10-09. This is a randomly generated description to add some bulk to the file size.
28518,2021-06-01,Patricia,Martin,patricia.martin@cyberdyne.com,Cyberdyne,Whatchamacallit,57,273.41,15584.37,Inactive,Order for 57 x Whatchamacallit placed by Patricia Martin on 2021-06-01. This is a randomly generated description to add some bulk to the file size.
28519,2022-06-17,Jessica,Wilson,jessica.wilson@starkind.com,Stark Ind,Gizmo,71,736.24,52273.04,Cancelled,Order for 71 x Gizmo placed by Jessica Wilson on 2022-06-17. This is a randomly generated description to add some bulk to the file size.
28520,2022-09-11,Charles,Anderson,charles.anderson@umbrellacorp.com,Umbrella Corp,Doohickey,3,452.26,1356.78,Active,Order for 3 x Doohickey placed by Charles Anderson on 2022-09-11. This is a randomly generated description to add some bulk to the file size.
28521,2022-05-14,Joseph,White,joseph.white@acmecorp.com,Acme Corp,Mechanism,62,442.02,27405.24,Processing,Order for 62 x Mechanism placed by Joseph White on 2022-05-14. This is a randomly generated description to add some bulk to the file size.
28522,2020-05-17,Thomas,White,thomas.white@cyberdyne.com,Cyberdyne,Gizmo,10,500.8,5008.0,Completed,Order for 10 x Gizmo placed by Thomas White on 2020-05-17. This is a randomly generated description to add some bulk to the file size.
28523,2022-11-24,James,Garcia,james.garcia@initech.com,Initech,Gadget,97,280.54,27212.38,Inactive,Order for 97 x Gadget placed by James Garcia on 2022-11-24. This is a randomly generated description to add some bulk to the file size.
28524,2021-08-26,Jennifer,Harris,jennifer.harris@umbrellacorp.com,Umbrella Corp,Gizmo,14,845.98,11843.72,Completed,Order for 14 x Gizmo placed by Jennifer Harris on 2021-08-26. This is a randomly generated description to add some bulk to the file size.
28525,2020-06-24,John,Jones,john.jones@initech.com,Initech,Gizmo,94,972.17,91383.98,Cancelled,Order for 94 x Gizmo placed by John Jones on 2020-06-24. This is a randomly generated description to add some bulk to the file size.
28526,2023-02-20,Linda,Martinez,linda.martinez@tyrellcorp.com,Tyrell Corp,Device,12,119.58,1434.96,Inactive,Order for 12 x Device placed by Linda Martinez on 2023-02-20. This is a randomly generated description to add some bulk to the file size.
28527,2021-12-27,Robert,White,robert.white@acmecorp.com,Acme Corp,Gizmo,19,508.11,9654.09,Cancelled,Order for 19 x Gizmo placed by Robert White on 2021-12-27. This is a randomly generated description to add some bulk to the file size.
28528,2022-04-08,Sarah,Harris,sarah.harris@umbrellacorp.com,Umbrella Corp,Whatchamacallit,49,316.3,15498.7,Inactive,Order for 49 x Whatchamacallit placed by Sarah Harris on 2022-04-08. This is a randomly generated description to add some bulk to the file size.
28529,2021-10-29,Jennifer,Robinson,jennifer.robinson@cyberdyne.com,Cyberdyne,Gizmo,86,56.12,4826.32,Completed,Order for 86 x Gizmo placed by Jennifer Robinson on 2021-10-29. This is a randomly generated description to add some bulk to the file size.
28530,2020-12-22,David,Williams,david.williams@umbrellacorp.com,Umbrella Corp,Gizmo,37,643.66,23815.42,Active,Order for 37 x Gizmo placed by David Williams on 2020-12-22. This is a randomly generated description to add some bulk to the file size.
28531,2020-07-04,Elizabeth,Davis,elizabeth.davis@cyberdyne.com,Cyberdyne,Mechanism,7,389.55,2726.85,Processing,Order for 7 x Mechanism placed by Elizabeth Davis on 2020-07-04. This is a randomly generated description to add some bulk to the file size.
28532,2022-12-09,Robert,Garcia,robert.garcia@umbrellacorp.com,Umbrella Corp,Gadget,84,767.48,64468.32,Pending,Order for 84 x Gadget placed by Robert Garcia on 2022-12-09. This is a randomly generated description to add some bulk to the file size.
28533,2022-06-01,Jennifer,Wilson,jennifer.wilson@wayneent.com,Wayne Ent,Thingamajig,83,364.79,30277.57,Processing,Order for 83 x Thingamajig placed by Jennifer Wilson on 2022-06-01. This is a randomly generated description to add some bulk to the file size.
28534,2023-09-11,John,Miller,john.miller@wayneent.com,Wayne Ent,Gadget,11,593.04,6523.44,Inactive,Order for 11 x Gadget placed by John Miller on 2023-09-11. This is a randomly generated description to add some bulk to the file size.
28535,2020-03-20,Jennifer,Thompson,jennifer.thompson@initech.com,Initech,Mechanism,68,849.67,57777.56,Delivered,Order for 68 x Mechanism placed by Jennifer Thompson on 2020-03-20. This is a randomly generated description to add some bulk to the file size.
28536,2022-11-06,Jessica,Martin,jessica.martin@cyberdyne.com,Cyberdyne,Thingamajig,33,640.42,21133.86,Cancelled,Order for 33 x Thingamajig placed by Jessica Martin on 2022-11-06. This is a randomly generated description to add some bulk to the file size.
28537,2021-10-22,Mary,Williams,mary.williams@umbrellacorp.com,Umbrella Corp,Gizmo,31,819.5,25404.5,Returned,Order for 31 x Gizmo placed by Mary Williams on 2021-10-22. This is a randomly generated description to add some bulk to the file size.
28538,2020-11-26,Michael,Brown,michael.brown@cyberdyne.com,Cyberdyne,Device,87,745.16,64828.92,Active,Order for 87 x Device placed by Michael Brown on 2020-11-26. This is a randomly generated description to add some bulk to the file size.
28539,2021-07-27,Jessica,Moore,jessica.moore@initech.com,Initech,Gadget,58,228.17,13233.86,Returned,Order for 58 x Gadget placed by Jessica Moore on 2021-07-27. This is a randomly generated description to add some bulk to the file size.
28540,2022-07-25,Thomas,Robinson,thomas.robinson@starkind.com,Stark Ind,Mechanism,14,450.26,6303.64,Active,Order for 14 x Mechanism placed by Thomas Robinson on 2022-07-25. This is a randomly generated description to add some bulk to the file size.
28541,2021-03-12,Thomas,Harris,thomas.harris@starkind.com,Stark Ind,Gadget,93,540.43,50259.99,Shipped,Order for 93 x Gadget placed by Thomas Harris on 2021-03-12. This is a randomly generated description to add some bulk to the file size.
28542,2022-01-17,Susan,Taylor,susan.taylor@massivedynamic.com,Massive Dynamic,Doohickey,74,799.9,59192.6,Delivered,Order for 74 x Doohickey placed by Susan Taylor on 2022-01-17. This is a randomly generated description to add some bulk to the file size.
28543,2023-04-01,James,Miller,james.miller@initech.com,Initech,Whatchamacallit,38,852.57,32397.66,Refunded,Order for 38 x Whatchamacallit placed by James Miller on 2023-04-01. This is a randomly generated description to add some bulk to the file size.
28544,2020-07-27,Jessica,Robinson,jessica.robinson@globex.com,Globex,Contraption,81,186.74,15125.94,Completed,Order for 81 x Contraption placed by Jessica Robinson on 2020-07-27. This is a randomly generated description to add some bulk to the file size.
28545,2021-01-02,Patricia,Jones,patricia.jones@globex.com,Globex,Whatchamacallit,29,453.59,13154.11,Processing,Order for 29 x Whatchamacallit placed by Patricia Jones on 2021-01-02. This is a randomly generated description to add some bulk to the file size.
